fondo*name*nif*period*start_date*end_date*registro_CNMV*email_gest*rating_depos*riesgo*rotacion*rentab_avg*remun_liq*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim*gestora*depos*ISIN
CAIXABANK RENTA FIJA SELECCION GLOBAL, FI*BARCLAYS GESTION FIF*83086751*Semester 2 2009*2009-07-01*2009-12-31*2490*barclayswealthmanagers.comunicaciones@barclays.es*n.d.*Bajo*0.14*0.22**3354349.06*529*0.0*21236669*false*6.3311***0.03*0.0*0.29*0.77*0.02*CAIXABANK ASSET MANAGEMENT SGIIC, S.A.*CECABANK, S.A.*
CAIXABANK RENTA FIJA SELECCION GLOBAL, FI*BARCLAYS GESTION FIF*83086751*Trimester 3 2009*2009-07-01*2009-09-30*2490*barclayswealthmanagers.comunicaciones@barclays.es*n.d.*Bajo*0.09*0.24**2530013.36*491*0.0*15970833*false*6.31***0.01*0.0*1.35*0.97*0.02*CAIXABANK ASSET MANAGEMENT SGIIC, S.A.*CECABANK, S.A.*
CAIXABANK RENTA FIJA SELECCION GLOBAL, FI*BARCLAYS GESTION FIF*83086751*Semester 1 2009*2009-01-01*2009-06-30*2490*barclayswealthmanagers.comunicaciones@barclays.es*n.d.*Bajo*0.04*0.83**2236947.0*499*0.0*13932585*false*6.22***0.02*0.0*0.7*1.33*0.02*CAIXABANK ASSET MANAGEMENT SGIIC, S.A.*CECABANK, S.A.*
CAIXABANK RENTA FIJA SELECCION GLOBAL, FI*BARCLAYS GESTION RENTA FIJA FI*83086751*Semester 2 2010*2010-07-01*2010-12-31*2490*barclayswealthmanagers.comunicaciones@barclays.es*n.d.*Bajo*0.32*0.11**8603176.65*845*0.0*54704838*false*6.3587***0.03*0.0*-0.92*1.23*0.02*CAIXABANK ASSET MANAGEMENT SGIIC, S.A.*CECABANK, S.A.*
CAIXABANK RENTA FIJA SELECCION GLOBAL, FI*BARCLAYS GESTION RENTA FIJA FI*83086751*Trimester 3 2010*2010-07-01*2010-09-30*2490*barclayswealthmanagers.comunicaciones@barclays.es*n.d.*Bajo*0.13*0.15**7378395.49*727*0.0*47354474*false*6.418***0.01*0.0*0.88*1.02*0.01*CAIXABANK ASSET MANAGEMENT SGIIC, S.A.*CECABANK, S.A.*
CAIXABANK RENTA FIJA SELECCION GLOBAL, FI*BARCLAYS GESTION RENTA FIJA FI*83086751*Semester 1 2010*2010-01-01*2010-06-30*2490*barclayswealthmanagers.comunicaciones@barclays.es*n.d.*Bajo*1.03*0.14**6776784.56*701*0.0*43114872*false*6.3621***0.02*0.0*-0.22*1.57*0.02*CAIXABANK ASSET MANAGEMENT SGIIC, S.A.*CECABANK, S.A.*
CAIXABANK RENTA FIJA SELECCION GLOBAL, FI*BARCLAYS GESTION RENTA FIJA FI*83086751*Trimester 1 2010*2010-01-01*2010-03-31*2490*barclayswealthmanagers.comunicaciones@barclays.es*n.d.*Bajo*0.67*0.14**5827298.25*636*0.0*37156081*false*6.3762***0.01*0.0*0.71*0.44*0.02*CAIXABANK ASSET MANAGEMENT SGIIC, S.A.*CECABANK, S.A.*
CAIXABANK RENTA FIJA SELECCION GLOBAL, FI*BARCLAYS GESTION RENTA FIJA FI*83086751*Trimester 3 2011*2011-07-01*2011-09-30*2490*barclayswealthmanagers.comunicaciones@barclays.es*AA- (S&P)*Bajo*0.22*0.0**3515304.85*624*0.0*22538767*false*6.4042***0.01*0.0*1.11*1.62*0.02*CAIXABANK ASSET MANAGEMENT SGIIC, S.A.*CECABANK, S.A.*
CAIXABANK RENTA FIJA SELECCION GLOBAL, FI*BARCLAYS GESTION RENTA FIJA FI*83086751*Semester 1 2011*2011-01-01*2011-06-30*2490*barclayswealthmanagers.comunicaciones@barclays.es*AA- (S&P)*Bajo*0.86*0.04**4497926.07*710*0.0*28522746*false*6.3413***0.03*0.0*0.52*1.13*0.02*CAIXABANK ASSET MANAGEMENT SGIIC, S.A.*CECABANK, S.A.*
CAIXABANK RENTA FIJA SELECCION GLOBAL, FI*BARCLAYS GESTION RENTA FIJA FI*83086751*Trimester 1 2011*2011-01-01*2011-03-31*2490*barclayswealthmanagers.comunicaciones@barclays.es*n.d.*Bajo*0.32*0.01**7146137.44*863*0.0*45081104*false*6.3085***0.01*0.0*-0.79*1.37*0.02*CAIXABANK ASSET MANAGEMENT SGIIC, S.A.*CECABANK, S.A.*
CAIXABANK RENTA FIJA SELECCION GLOBAL, FI*BARCLAYS GESTION RENTA FIJA FI*83086751*Semester 2 2010*2010-07-01*2010-12-31*2490*barclayswealthmanagers.comunicaciones@barclays.es*n.d.*Bajo*0.32*0.11**8603176.65*845*0.0*54704838*false*6.3587***0.03*0.0*-0.92*1.23*0.02*CAIXABANK ASSET MANAGEMENT SGIIC, S.A.*CECABANK, S.A.*
CAIXABANK RENTA FIJA SELECCION GLOBAL, FI*BARCLAYS GESTION RENTA FIJA FI*83086751*Trimester 3 2012*2012-07-01*2012-09-30*2490*barclayswealthmanagers.comunicaciones@barclays.es*AA- (S&P)*Bajo*0.0*0.0**3692536.1*640*0.0*24533748*false*6.6441*0.01**0.01*0.0*1.4*0.82*0.19*CAIXABANK ASSET MANAGEMENT SGIIC, S.A.*CECABANK, S.A.*
CAIXABANK RENTA FIJA SELECCION GLOBAL, FI*BARCLAYS GESTION RENTA FIJA FI*83086751*Semester 1 2012*2012-01-01*2012-06-30*2490*barclayswealthmanagers.comunicaciones@barclays.es*AA- (S&P)*Bajo*0.12*0.0**3494578.83*631*0.0*22898636*false*6.5526*0.02**0.02*0.0*0.16*0.86*0.19*CAIXABANK ASSET MANAGEMENT SGIIC, S.A.*CECABANK, S.A.*
CAIXABANK RENTA FIJA SELECCION GLOBAL, FI*BARCLAYS GESTION RENTA FIJA FI*83086751*Trimester 1 2012*2012-01-01*2012-03-31*2490*barclayswealthmanagers.comunicaciones@barclays.es*AA- (S&P)*Bajo*0.09*0.0**3370440.3*586*0.0*22049822*false*6.5421*0.01**0.01*0.0*1.65*0.87*0.18*CAIXABANK ASSET MANAGEMENT SGIIC, S.A.*CECABANK, S.A.*
CAIXABANK RENTA FIJA SELECCION GLOBAL, FI*BARCLAYS GESTION RENTA FIJA FI*83086751*Semester 2 2011*2011-07-01*2011-12-31*2490*barclayswealthmanagers.comunicaciones@barclays.es*AA- (S&P)*Bajo*0.28*0.0**3296837.78*590*0.0*21217387*false*6.4357*0.03**0.03*0.0*0.38*1.33*0.18*CAIXABANK ASSET MANAGEMENT SGIIC, S.A.*CECABANK, S.A.*
CAIXABANK RENTA FIJA SELECCION GLOBAL, FI*BARCLAYS GESTION RENTA FIJA FI*83086751*Semester 2 2013*2013-07-01*2013-12-31*2490*barclayswealthmanagers.comunicaciones@barclays.es*A+  (S&P)*2(en una escala de 1 a 7)*0.37*0.0**4869568.42*855*0.0*32923327*false*6.761*0.03**0.03*0.0*0.14*0.69*0.2*CAIXABANK ASSET MANAGEMENT SGIIC, S.A.*CECABANK, S.A.*
CAIXABANK RENTA FIJA SELECCION GLOBAL, FI*BARCLAYS GESTION RENTA FIJA FI*83086751*Trimester 3 2013*2013-07-01*2013-09-30*2490*barclayswealthmanagers.comunicaciones@barclays.es*A+  (S&P)*Bajo*0.08*0.0**5184996.02*940*0.0*35006830*false*6.7516*0.01**0.01*0.0*0.34*0.73*0.21*CAIXABANK ASSET MANAGEMENT SGIIC, S.A.*CECABANK, S.A.*
CAIXABANK RENTA FIJA SELECCION GLOBAL, FI*BARCLAYS GESTION RENTA FIJA FI*83086751*Semester 1 2013*2013-01-01*2013-06-30*2490*barclayswealthmanagers.comunicaciones@barclays.es*A+  (S&P)*Bajo*0.41*0.0**5241271.64*969*0.0*35267262*false*6.7288*0.02**0.02*0.0*-0.12*1.01*0.21*CAIXABANK ASSET MANAGEMENT SGIIC, S.A.*CECABANK, S.A.*
CAIXABANK RENTA FIJA SELECCION GLOBAL, FI*BARCLAYS GESTION RENTA FIJA FI*83086751*Trimester 1 2013*2013-01-01*2013-03-31*2490*barclayswealthmanagers.comunicaciones@barclays.es*AA- (S&P)*Bajo*0.26*0.0**4811390.42*924*0.0*32414847*false*6.7371*0.01**0.01*0.0*0.52*0.6*0.2*CAIXABANK ASSET MANAGEMENT SGIIC, S.A.*CECABANK, S.A.*
CAIXABANK RENTA FIJA SELECCION GLOBAL, FI*FONCAIXA I GESTION RTA FIJA FI*83086751*Semester 2 2014*2014-07-01*2014-12-31*2490*barclayswealthmanagers.comunicaciones@barclays.es*B   (S&P)*2(en una escala de 1 a 7)*2.03*0.0**9370000.13*1509*0.0*64581647*false*6.8924*0.03**0.03*0.0*0.13*0.46*0.06*CAIXABANK ASSET MANAGEMENT SGIIC, S.A.*CECABANK, S.A.*
CAIXABANK RENTA FIJA SELECCION GLOBAL, FI*BARCLAYS GESTION RENTA FIJA FI*83086751*Trimester 3 2014*2014-07-01*2014-09-30*2490*barclayswealthmanagers.comunicaciones@barclays.es*B   (S&P)*2(en una escala de 1 a 7)*0.17*0.0**6485071.38*1036*0.0*44639734*false*6.8835*0.01**0.01*0.0*0.48*0.42*0.17*CAIXABANK ASSET MANAGEMENT SGIIC, S.A.*CECABANK, S.A.*
CAIXABANK RENTA FIJA SELECCION GLOBAL, FI*BARCLAYS GESTION RENTA FIJA FI*83086751*Semester 1 2014*2014-01-01*2014-06-30*2490*barclayswealthmanagers.comunicaciones@barclays.es*B   (S&P)*2(en una escala de 1 a 7)*0.37*0.02**5585944.58*899*0.0*38267900*false*6.8507*0.02**0.02*0.0*0.58*0.52*0.19*CAIXABANK ASSET MANAGEMENT SGIIC, S.A.*CECABANK, S.A.*
CAIXABANK RENTA FIJA SELECCION GLOBAL, FI*BARCLAYS GESTION RENTA FIJA FI*83086751*Trimester 1 2014*2014-01-01*2014-03-31*2490*barclayswealthmanagers.comunicaciones@barclays.es*A+  (S&P)*2(en una escala de 1 a 7)*0.15*0.01**4907082.96*831*0.0*33422171*false*6.811*0.01**0.01*0.0*0.74*0.57*0.19*CAIXABANK ASSET MANAGEMENT SGIIC, S.A.*CECABANK, S.A.*
CAIXABANK RENTA FIJA SELECCION GLOBAL, FI*FONCAIXA I GESTION RENTA FIJA, FI*83086751*Semester 2 2015*2015-07-01*2015-12-31*2490*a través del formulario disponible en www.lacaixa.es - Inversión y bolsa - Atención al cliente - Correo electrónico*BBB*2 - Bajo*0.97*0.01**11956059.58*2158*0.0*82167707*false*6.8725*0.02*0.0*0.02*0.0*-0.03*0.64*0.07*CAIXABANK ASSET MANAGEMENT SGIIC, S.A.*CECABANK, S.A.*
CAIXABANK RENTA FIJA SELECCION GLOBAL, FI*FONCAIXA I GESTION RENTA FIJA, FI*83086751*Trimester 3 2015*2015-07-01*2015-09-30*2490*a través del formulario disponible en www.laCaixa.es - Inversión y bolsa - Atención al cliente - Correo electrónico*BBB*2 - Bajo*0.66*0.01**14685732.9*2480*0.0*100961097*false*6.8748*0.01*0.0*0.01*0.0*0.15*0.62*0.07*CAIXABANK ASSET MANAGEMENT SGIIC, S.A.*CECABANK, S.A.*
CAIXABANK RENTA FIJA SELECCION GLOBAL, FI*FONCAIXA I GESTION RENTA FIJA, FI*83086751*Semester 1 2015*2015-01-01*2015-06-30*2490*a través del formulario disponible en www.laCaixa.es - Inversión y bolsa - Atención al cliente - Correo electrónico*BBB*2 - Bajo*0.75*0.0**16815904.98*2788*0.0*115436776*false*6.8647*0.02*0.0*0.02*0.0*-0.8*0.9*0.03*CAIXABANK ASSET MANAGEMENT SGIIC, S.A.*CECABANK, S.A.*
CAIXABANK RENTA FIJA SELECCION GLOBAL, FI*FONCAIXA I GESTION RENTA FIJA, FI*83086751*Trimester 1 2015*2015-01-01*2015-03-31*2490*a través del formulario disponible en www.laCaixa.es - Inversión y bolsa - Atención al cliente - Correo electrónico*BBB*2 - Bajo*0.0*0.03**17124542.73*2690*0.0*118503528*false*6.9201*0.01*0.0*0.01*0.0*0.4*0.46*0.06*CAIXABANK ASSET MANAGEMENT SGIIC, S.A.*CECABANK, S.A.*
CAIXABANK RENTA FIJA SELECCION GLOBAL, FI*CAIXABANK RENTA FIJA SELECCION GLOBAL, FI*83086751*Semester 2 2016*2016-07-01*2016-12-31*2490*a través del formulario disponible en www.lacaixa.es - Inversión y bolsa - Atención al cliente - Correo electrónico*BBB*3 - Medio-bajo*0.0*0.02**11493639.67*1927*0.0*82297713*false*7.1603*0.5*0.0*0.5*0.05*[]*[]*[]*CAIXABANK ASSET MANAGEMENT SGIIC, S.A.*CECABANK, S.A.*
CAIXABANK RENTA FIJA SELECCION GLOBAL, FI*CAIXABANK RENTA FIJA SELECCION GLOBAL, FI*83086751*Semester 2 2016*2016-07-01*2016-12-31*2490*a través del formulario disponible en www.lacaixa.es - Inversión y bolsa - Atención al cliente - Correo electrónico*BBB*3 - Medio-bajo*0.0*0.02**1938202.39*863*0.0*12026460*false*6.205*0.73*0.0*0.73*0.08*[]*[]*[]*CAIXABANK ASSET MANAGEMENT SGIIC, S.A.*CECABANK, S.A.*
CAIXABANK RENTA FIJA SELECCION GLOBAL, FI*CAIXABANK RENTA FIJA SELECCION GLOBAL, FI*83086751*Semester 2 2016*2016-07-01*2016-12-31*2490*a través del formulario disponible en www.lacaixa.es - Inversión y bolsa - Atención al cliente - Correo electrónico*BBB*3 - Medio-bajo*0.0*0.02**1198420.61*17*0.0*7417929*false*6.1898*0.27*0.0*0.27*0.02*[]*[]*[]*CAIXABANK ASSET MANAGEMENT SGIIC, S.A.*CECABANK, S.A.*
CAIXABANK RENTA FIJA SELECCION GLOBAL, FI*CAIXABANK RENTA FIJA SELECCION GLOBAL, FI*83086751*Trimester 3 2016*2016-07-01*2016-09-30*2490*a través del formulario disponible en www.lacaixa.es - Inversión y bolsa - Atención al cliente - Correo electrónico*BBB*3 - Medio-bajo*0.0*0.07**12279222.95*2032*0.0*89134723*false*7.259*0.25*0.0*0.25*0.03*1.69*2.03*0.4*CAIXABANK ASSET MANAGEMENT SGIIC, S.A.*CECABANK, S.A.*
CAIXABANK RENTA FIJA SELECCION GLOBAL, FI*CAIXABANK RENTA FIJA SELECCION GLOBAL, FI*83086751*Trimester 3 2016*2016-07-01*2016-09-30*2490*a través del formulario disponible en www.lacaixa.es - Inversión y bolsa - Atención al cliente - Correo electrónico*BBB*3 - Medio-bajo*0.0*0.07**1997014.9*881*0.0*12577846*false*6.2983*0.36*0.0*0.36*0.04*1.57*2.03*0.58*CAIXABANK ASSET MANAGEMENT SGIIC, S.A.*CECABANK, S.A.*
CAIXABANK RENTA FIJA SELECCION GLOBAL, FI*CAIXABANK RENTA FIJA SELECCION GLOBAL, FI*83086751*Trimester 3 2016*2016-07-01*2016-09-30*2490*a través del formulario disponible en www.lacaixa.es - Inversión y bolsa - Atención al cliente - Correo electrónico*BBB*3 - Medio-bajo*0.0*0.07**1119202.97*15*0.0*7014370*false*6.2673*0.14*0.0*0.14*0.01*1.82*2.03*0.34*CAIXABANK ASSET MANAGEMENT SGIIC, S.A.*CECABANK, S.A.*
CAIXABANK RENTA FIJA SELECCION GLOBAL, FI*CAIXABANK RENTA FIJA SELECCION GLOBAL, FI*83086751*Semester 1 2016*2016-01-01*2016-06-30*2490*a través del formulario disponible en www.lacaixa.es - Inversión y bolsa - Atención al cliente - Correo electrónico*BBB*3 - Medio-bajo*1.2*0.05**12050275.34*1997*0.0*86017123*false*7.1382*0.41*0.0*0.41*0.04*[]*[]*[]*CAIXABANK ASSET MANAGEMENT SGIIC, S.A.*CECABANK, S.A.*
CAIXABANK RENTA FIJA SELECCION GLOBAL, FI*CAIXABANK RENTA FIJA SELECCION GLOBAL, FI*83086751*Semester 1 2016*2016-01-01*2016-06-30*2490*a través del formulario disponible en www.lacaixa.es - Inversión y bolsa - Atención al cliente - Correo electrónico*BBB*3 - Medio-bajo*1.2*0.05**1701909.58*676*0.0*10553922*false*6.2012*0.59*0.0*0.59*0.06*[]*[]*[]*CAIXABANK ASSET MANAGEMENT SGIIC, S.A.*CECABANK, S.A.*
CAIXABANK RENTA FIJA SELECCION GLOBAL, FI*CAIXABANK RENTA FIJA SELECCION GLOBAL, FI*83086751*Semester 1 2016*2016-01-01*2016-06-30*2490*a través del formulario disponible en www.lacaixa.es - Inversión y bolsa - Atención al cliente - Correo electrónico*BBB*3 - Medio-bajo*1.2*0.05**369012.82*5*0.0*2271405*false*6.1554*0.18*0.0*0.18*0.02*[]*[]*[]*CAIXABANK ASSET MANAGEMENT SGIIC, S.A.*CECABANK, S.A.*
CAIXABANK RENTA FIJA SELECCION GLOBAL, FI*FONCAIXA RENTA FIJA SELECCION GLOBAL, FI*83086751*Trimester 1 2016*2016-01-01*2016-03-31*2490*a través del formulario disponible en www.lacaixa.es - Inversión y bolsa - Atención al cliente - Correo electrónico*BBB*3 - Medio-bajo*1.31*0.03**11129742.95*1952*0.0*78500248*false*7.0532*0.15*0.0*0.15*0.02*[]*[]*0.28*CAIXABANK ASSET MANAGEMENT SGIIC, S.A.*CECABANK, S.A.*
CAIXABANK RENTA FIJA SELECCION GLOBAL, FI*FONCAIXA RENTA FIJA SELECCION GLOBAL, FI*83086751*Trimester 1 2016*2016-01-01*2016-03-31*2490*a través del formulario disponible en www.lacaixa.es - Inversión y bolsa - Atención al cliente - Correo electrónico*BBB*3 - Medio-bajo*1.31*0.03**490651.86*199*0.0*3009937*false*6.1346*0.22*0.0*0.22*0.02*[]*[]*0.37*CAIXABANK ASSET MANAGEMENT SGIIC, S.A.*CECABANK, S.A.*
CAIXABANK RENTA FIJA SELECCION GLOBAL, FI*FONCAIXA RENTA FIJA SELECCION GLOBAL, FI*83086751*Trimester 1 2016*2016-01-01*2016-03-31*2490*a través del formulario disponible en www.lacaixa.es - Inversión y bolsa - Atención al cliente - Correo electrónico*BBB*3 - Medio-bajo*1.31*0.03**115314.08*2*0.0*700440*false*6.0742*0.04*0.0*0.04*0.0*[]*[]*0.17*CAIXABANK ASSET MANAGEMENT SGIIC, S.A.*CECABANK, S.A.*
CAIXABANK RENTA FIJA SELECCION GLOBAL, FI*CAIXABANK RENTA FIJA SELECCION GLOBAL, FI*83086751*Semester 1 2016*2016-01-01*2016-12-31*2490*a través del formulario disponible en www.lacaixa.es - Inversión y bolsa - Atención al cliente - Correo electrónico*BBB*3 - Medio-bajo*1.08*0.03**[]*[]*[]*[]*[]*[]*[]*[]*[]*[]*[]*[]*1.61*CAIXABANK ASSET MANAGEMENT SGIIC, S.A.*CECABANK, S.A.*
CAIXABANK RENTA FIJA SELECCION GLOBAL, FI*CAIXABANK RENTA FIJA SELECCION GLOBAL, FI*83086751*Semester 1 2016*2016-01-01*2016-12-31*2490*a través del formulario disponible en www.lacaixa.es - Inversión y bolsa - Atención al cliente - Correo electrónico*BBB*3 - Medio-bajo*1.08*0.03**[]*[]*[]*[]*[]*[]*[]*[]*[]*[]*[]*[]*2.16*CAIXABANK ASSET MANAGEMENT SGIIC, S.A.*CECABANK, S.A.*
CAIXABANK RENTA FIJA SELECCION GLOBAL, FI*CAIXABANK RENTA FIJA SELECCION GLOBAL, FI*83086751*Semester 1 2016*2016-01-01*2016-12-31*2490*a través del formulario disponible en www.lacaixa.es - Inversión y bolsa - Atención al cliente - Correo electrónico*BBB*3 - Medio-bajo*1.08*0.03**[]*[]*[]*[]*[]*[]*[]*[]*[]*[]*[]*[]*1.2*CAIXABANK ASSET MANAGEMENT SGIIC, S.A.*CECABANK, S.A.*
