fondo*name*nif*period*start_date*end_date*registro_CNMV*email_gest*rating_depos*riesgo*rotacion*rentab_avg*remun_liq*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim*gestora*depos*ISIN
ING DIRECT FONDO NARANJA DINAMICO, FI*ING DIRECT FONDO NARANJA DINAMICO FI*85313468*Semester 2 2009*2009-07-01*2009-12-31*3952*atencionalcliente@caam.com*n.d.*Medio*0.0*0.48**1320262.64*2066*0.0*13639992*false *10.3313***0.6*0.0*1.3*2.6*0.4*AMUNDI IBERIA, SGIIC, S.A.*CACEIS BANK SPAIN S.A.*ES0152743003
ING DIRECT FONDO NARANJA DINAMICO, FI*ING DIRECT FONDO NARANJA DINAMICO FI*85313468*Trimester 3 2009*2009-07-01*2009-09-30*3952*atencionalcliente@caam.com*n.d.*Medio*0.0*0.34**859784.79*1549*0.0*8768640*false *10.1986***0.3*0.0*4.05*1.39*0.39*AMUNDI IBERIA, SGIIC, S.A.*CACEIS BANK SPAIN S.A.*ES0152743003
ING DIRECT FONDO NARANJA DINAMICO, FI*ING DIRECT FONDO NARANJA DINAMICO FI*85313468*Semester 1 2009*2009-01-01*2009-06-30*3952*atencionalcliente@caam.com*n.d.*Medio*0.0*0.97**529935.4*1100*0.0*5194278*false*9.8017***0.61*0.0*2.96*2.47*0.41*AMUNDI IBERIA, SGIIC, S.A.*CACEIS BANK SPAIN S.A.*ES0152743003
ING DIRECT FONDO NARANJA DINAMICO, FI*ING DIRECT FONDO NARANJA DINAMICO FI*85313468*Semester 2 2010*2010-07-01*2010-12-31*3952*atencionalcliente@amundi.com*n.d.*Medio*0.4*0.18**1993918.42*2700*0.0*21153280*false *10.6089***0.67*0.0*-1.48*3.25*0.34*AMUNDI IBERIA, SGIIC, S.A.*CACEIS BANK SPAIN S.A.*ES0152743003
ING DIRECT FONDO NARANJA DINAMICO, FI*ING DIRECT FONDO NARANJA DINAMICO FI*85313468*Trimester 3 2010*2010-07-01*2010-09-30*3952*atencionalcliente@amundi.com*n.d.*Medio*0.17*-0.01**1917262.42*2657*0.0*20645206*false *10.7681***0.37*0.0*3.66*2.83*0.4*AMUNDI IBERIA, SGIIC, S.A.*CACEIS BANK SPAIN S.A.*ES0152743003
ING DIRECT FONDO NARANJA DINAMICO, FI*ING DIRECT FONDO NARANJA DINAMICO FI*85313468*Semester 1 2010*2010-01-01*2010-06-30*3952*atencionalcliente@amundi.com*n.d.*Medio*0.34*0.23**1856761.39*2592*0.0*19288342*false *10.3882***0.52*0.0*-2.54*6.47*0.31*AMUNDI IBERIA, SGIIC, S.A.*CACEIS BANK SPAIN S.A.*ES0152743003
ING DIRECT FONDO NARANJA DINAMICO, FI*ING DIRECT FONDO NARANJA DINAMICO FI*85313468*Trimester 1 2010*2010-01-01*2010-03-31*3952*atencionalcliente@caam.com*n.d.*Medio*0.14*0.4**1767090.91*2529*0.0*18834287*false *10.6584***0.29*0.0*3.17*3.2*0.35*AMUNDI IBERIA, SGIIC, S.A.*CACEIS BANK SPAIN S.A.*ES0152743003
ING DIRECT FONDO NARANJA DINAMICO, FI*ING DIRECT FONDO NARANJA DINAMICO FI*85313468*Trimester 3 2011*2011-07-01*2011-09-30*3952*atencionalcliente@amundi.com*n.d.*Medio*0.2*0.83**1871998.19*2548*0.0*19307238*false *10.3137***0.3*0.0*-3.08*4.33*0.32*AMUNDI IBERIA, SGIIC, S.A.*CACEIS BANK SPAIN S.A.*ES0152743003
ING DIRECT FONDO NARANJA DINAMICO, FI*ING DIRECT FONDO NARANJA DINAMICO FI*85313468*Semester 1 2011*2011-01-01*2011-06-30*3952*atencionalcliente@amundi.com*n.d.*Medio*0.47*0.58**2048241.7*2729*0.0*21796914*false *10.6418***0.59*0.0*-0.16*3.13*0.38*AMUNDI IBERIA, SGIIC, S.A.*CACEIS BANK SPAIN S.A.*ES0152743003
ING DIRECT FONDO NARANJA DINAMICO, FI*ING DIRECT FONDO NARANJA DINAMICO FI*85313468*Trimester 1 2011*2011-01-01*2011-03-31*3952*atencionalcliente@amundi.com*n.d.*Medio*0.12*0.46**2135004.79*2828*0.0*22756089*false *10.6586***0.3*0.0*0.47*1.85*0.32*AMUNDI IBERIA, SGIIC, S.A.*CACEIS BANK SPAIN S.A.*ES0152743003
ING DIRECT FONDO NARANJA DINAMICO, FI*ING DIRECT FONDO NARANJA DINAMICO FI*85313468*Semester 2 2010*2010-07-01*2010-12-31*3952*atencionalcliente@amundi.com*n.d.*Medio*0.4*0.18**1993918.42*2700*0.0*21153280*false *10.6089***0.67*0.0*-1.48*3.25*0.34*AMUNDI IBERIA, SGIIC, S.A.*CACEIS BANK SPAIN S.A.*ES0152743003
ING DIRECT FONDO NARANJA DINAMICO, FI*ING DIRECT FONDO NARANJA DINAMICO, FI*85313468*Trimester 1 2012*2012-01-01*2012-03-31*3952*informacioncomercial@amundi.com.*n.d.*5 en una escala de 1 a 7**************3.49*2.26*0.32*AMUNDI IBERIA, SGIIC, S.A.*CACEIS BANK SPAIN S.A.*ES0152743003
ING DIRECT FONDO NARANJA DINAMICO, FI*ING DIRECT FONDO NARANJA DINAMICO FI*85313468*Trimester 3 2012*2012-07-01*2012-09-30*3952*atencionalcliente@amundi.com*n.d.*Medio*0.23*0.11**1630918.72*2259*0.0*17984348*false *11.0271*0.3*0.0*0.3*0.0*2.85*1.66*0.34*AMUNDI IBERIA, SGIIC, S.A.*CACEIS BANK SPAIN S.A.*ES0152743003
ING DIRECT FONDO NARANJA DINAMICO, FI*ING DIRECT FONDO NARANJA DINAMICO FI*85313468*Semester 1 2012*2012-01-01*2012-06-30*3952*atencionalcliente@amundi.com*n.d.*Medio*0.34*0.2**1657782.8*2261*0.0*17774757*false *10.722*0.6*0.0*0.6*0.0*-0.44*1.84*0.34*AMUNDI IBERIA, SGIIC, S.A.*CACEIS BANK SPAIN S.A.*ES0152743003
ING DIRECT FONDO NARANJA DINAMICO, FI*ING DIRECT FONDO NARANJA DINAMICO FI*85313468*Trimester 1 2012*2012-01-01*2012-03-31*3952*atencionalcliente@amundi.com*n.d.*Medio*0.2*0.16**1770286.25*2401*0.0*19064122*false *10.7689*0.3*0.0*0.3*0.0*3.49*2.26*0.32*AMUNDI IBERIA, SGIIC, S.A.*CACEIS BANK SPAIN S.A.*ES0152743003
ING DIRECT FONDO NARANJA DINAMICO, FI*ING DIRECT FONDO NARANJA DINAMICO, FI*85313468*Semester 1 2013*2013-01-01*2013-12-31*3952*informacioncomercial@amundi.com.*n.d.*4 en una escala de 1 a 7*0.3*0.06********1.2*0.0*1.2*0.0*4.79*2.7*1.24*AMUNDI IBERIA, SGIIC, S.A.*CACEIS BANK SPAIN S.A.*ES0152743003
ING DIRECT FONDO NARANJA DINAMICO, FI*ING DIRECT FONDO NARANJA DINAMICO, FI*85313468*Semester 1 2010*2010-01-01*2010-12-31*3952*informacioncomercial@amundi.com.*n.d.*5 en una escala de 1 a 7**************2.69*4.22**AMUNDI IBERIA, SGIIC, S.A.*CACEIS BANK SPAIN S.A.*ES0152743003
ING DIRECT FONDO NARANJA DINAMICO, FI*ING DIRECT FONDO NARANJA DINAMICO, FI*85313468*Trimester 3 2012*2012-07-01*2012-09-30*3952*informacioncomercial@amundi.com.*n.d.*5 en una escala de 1 a 7**************2.85*1.66*0.34*AMUNDI IBERIA, SGIIC, S.A.*CACEIS BANK SPAIN S.A.*ES0152743003
ING DIRECT FONDO NARANJA DINAMICO, FI*ING DIRECT FONDO NARANJA DINAMICO, FI*85313468*Semester 1 2008*2008-01-01*2008-12-31*3952*informacioncomercial@amundi.com.*n.d.*5 en una escala de 1 a 7*****************AMUNDI IBERIA, SGIIC, S.A.*CACEIS BANK SPAIN S.A.*ES0152743003
ING DIRECT FONDO NARANJA DINAMICO, FI*ING DIRECT FONDO NARANJA DINAMICO, FI*85313468*Trimester 3 2014*2014-07-01*2014-09-30*3952*informacioncomercial@amundi.com.*n.d.*5 en una escala de 1 a 7*0.07*0.01**8173500.15*8523*0.0*103642679*false*12.6803*0.3*0.0*0.3*0.0*1.22*4.07*0.31*AMUNDI IBERIA, SGIIC, S.A.*CACEIS BANK SPAIN S.A.*ES0152743003
ING DIRECT FONDO NARANJA DINAMICO, FI*ING DIRECT FONDO NARANJA DINAMICO, FI*85313468*Semester 1 2014*2014-01-01*2014-06-30*3952*informacioncomercial@amundi.com.*n.d.*5 en una escala de 1 a 7*0.06*0.16**6353308.93*6914*0.0*79589798*false*12.5273*0.59*0.0*0.59*0.0*3.4*3.18*0.31*AMUNDI IBERIA, SGIIC, S.A.*CACEIS BANK SPAIN S.A.*ES0152743003
ING DIRECT FONDO NARANJA DINAMICO, FI*ING DIRECT FONDO NARANJA DINAMICO, FI*85313468*Semester 1 2011*2011-01-01*2013-12-31*3952*informacioncomercial@amundi.com.*n.d.*4 en una escala de 1 a 7*****************AMUNDI IBERIA, SGIIC, S.A.*CACEIS BANK SPAIN S.A.*ES0152743003
ING DIRECT FONDO NARANJA DINAMICO, FI*ING DIRECT FONDO NARANJA DINAMICO, FI*85313468*Semester 1 2013*2013-01-01*2013-12-31*3952*informacioncomercial@amundi.com.*n.d.*4 en una escala de 1 a 7*0.3*0.06********1.2*0.0*1.2*0.0*4.79*2.7*1.24*AMUNDI IBERIA, SGIIC, S.A.*CACEIS BANK SPAIN S.A.*ES0152743003
