fondo*name*period*start_date*end_date*riesgo*rotacion*rentab_avg*remun_liq*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim*clase
MUTUAFONDO GESTION OPTIMA MODERADO, FI*MUTUAFONDO GESTION MIXTO FI*2009 S2*2009-07-01*2009-12-31*Medio/Alto*4.9*0.25**1920967.85*1153*0.0*286077966*false*148.9239***0.63*0.01*1.29*3.47*0.32*False
MUTUAFONDO GESTION OPTIMA MODERADO, FI*MUTUAFONDO GESTION MIXTO FI*2009 T3*2009-07-01*2009-09-30*Medio/Alto*2.97*0.22**1597494.52*864*0.0*234860478*false*147.018***0.31*0.01*6.54*392.05*0.32*False
MUTUAFONDO GESTION OPTIMA MODERADO, FI*MUTUAFONDO GESTION MIXTO FI*2009 S1*2009-01-01*2009-06-30*Medio/Alto*3.22*0.93**1441938.94*704*0.0*198980806*false*137.9953***0.6*0.01*2.22*2.47*0.31*False
MUTUAFONDO GESTION OPTIMA MODERADO, FI*MUTUAFONDO GESTION MIXTO FI-A-*2010 S2*2010-07-01*2010-12-31*Medio/Alto*6.58*0.39**1261794.18*1658*0.0*191397798*false*151.69*[]*[]*0.63*0.01*0.81*3.7*0.32*True
MUTUAFONDO GESTION OPTIMA MODERADO, FI*MUTUAFONDO GESTION MIXTO FI-E-*2010 S2*2010-07-01*2010-12-31*Medio/Alto*6.58*0.39**815421.91*1*0.0*124352535*false*152.5*[]*[]*0.18*0.01*1.04*3.7*0.09*True
MUTUAFONDO GESTION OPTIMA MODERADO, FI*MUTUAFONDO GESTION MIXTO FI-A-*2010 T3*2010-07-01*2010-09-30*Medio/Alto*3.53*0.31**1306330.2*1591*0.0*196555684*false*150.46*[]*[]*0.2*0.01*1.56*2.72*0.3*True
MUTUAFONDO GESTION OPTIMA MODERADO, FI*MUTUAFONDO GESTION MIXTO FI-E-*2010 T3*2010-07-01*2010-09-30*Medio/Alto*3.53*0.31**823756.47*1*0.0*124328340*false*150.93*[]*[]*0.03*0.0*1.8*2.72*0.09*True
MUTUAFONDO GESTION OPTIMA MODERADO, FI*MUTUAFONDO GESTION MIXTO FI-A-*2010 S1*2010-01-01*2010-06-30*Medio/Alto*6.51*0.25**1564293.16*1601*0.0*231745408*false*148.15*[]*[]*0.59*0.01*-3.43*7.46*0.32*True
MUTUAFONDO GESTION OPTIMA MODERADO, FI*MUTUAFONDO GESTION MIXTO FI-E-*2010 S1*2010-01-01*2010-06-30*Medio/Alto*6.51*0.25**816126.07*1*0.0*121005108*false*148.27*[]*[]*0.01*0.0*-0.48*3.15*0.03*True
MUTUAFONDO GESTION OPTIMA MODERADO, FI*MUTUAFONDO GESTION MIXTO FI*2010 T1*2010-01-01*2010-03-31*Medio/Alto*2.88*0.23**2334456.32*1481*0.0*358117383*false*153.405***0.31*-0.01*3.01*2.81*0.31*False
MUTUAFONDO GESTION OPTIMA MODERADO, FI*MUTUAFONDO GESTION MIXTO FI-A-*2011 T3*2011-07-01*2011-09-30*Medio/Alto*2.83*1.0**851445.69*1507*0.0*122664449*false*144.07*[]*[]*0.32*0.01*-1.12*2.95*0.32*True
MUTUAFONDO GESTION OPTIMA MODERADO, FI*MUTUAFONDO GESTION MIXTO FI-E-*2011 T3*2011-07-01*2011-09-30*Medio/Alto*2.83*1.0**644439.49*1*0.0*93970441*false*145.82*[]*[]*0.09*0.01*-0.9*2.96*0.09*True
MUTUAFONDO GESTION OPTIMA MODERADO, FI*MUTUAFONDO GESTION MIXTO FI-A-*2011 S1*2011-01-01*2011-06-30*Medio/Alto*6.76*0.72**881269.34*1579*0.0*128407822*false*145.71*[]*[]*0.62*0.01*-1.63*3.41*0.32*True
MUTUAFONDO GESTION OPTIMA MODERADO, FI*MUTUAFONDO GESTION MIXTO FI-E-*2011 S1*2011-01-01*2011-06-30*Medio/Alto*6.76*0.72**630451.07*1*0.0*92767601*false*147.14*[]*[]*0.17*0.01*-1.41*3.41*0.09*True
MUTUAFONDO GESTION OPTIMA MODERADO, FI*MUTUAFONDO GESTION MIXTO FI-A-*2011 T1*2011-01-01*2011-03-31*Medio/Alto*3.26*0.49**968972.57*1656*0.0*143521943*false*148.12*[]*[]*0.31*0.0*-2.35*6.68*0.31*True
MUTUAFONDO GESTION OPTIMA MODERADO, FI*MUTUAFONDO GESTION MIXTO FI-E-*2011 T1*2011-01-01*2011-03-31*Medio/Alto*3.26*0.49**625068.62*1*0.0*93287216*false*149.24*[]*[]*0.09*0.0*-2.14*6.69*0.09*True
MUTUAFONDO GESTION OPTIMA MODERADO, FI*"*A* MUTUAFONDO GEST. OPT.MODER"*2012 T3*2012-07-01*2012-09-30*4 en una escala de 1 a 7.*3.36*0.12**407069.79*1137*0.0*58883661*false*144.65*0.31*0.0*0.31*0.01*2.2*2.41*0.51*True
MUTUAFONDO GESTION OPTIMA MODERADO, FI*"*E* MUTUAFONDO GEST. OPT.MODER"*2012 T3*2012-07-01*2012-09-30*4 en una escala de 1 a 7.*3.36*0.12**661138.01*1*0.0*97673522*false*147.74*0.09*"[<iic-com:comisiongestioncobradaresultados contextref=""FIM_T32012_V-82757568_da"" decimals=""2"" unitref=""pure"">0.00</iic-com:comisiongestioncobradaresultados>]"*0.09*0.01*2.44*2.41*0.28*True
MUTUAFONDO GESTION OPTIMA MODERADO, FI*"*A* MUTUAFONDO GEST. MIXTO FI"*2012 S1*2012-01-01*2012-06-30*Medio/Alto*6.52*0.22**435042.27*831*0.0*61573143*false*141.53*0.62*0.0*0.62*0.01*-3.06*3.39*0.51*True
MUTUAFONDO GESTION OPTIMA MODERADO, FI*"*E* MUTUAFONDO GEST. MIXTO FI"*2012 S1*2012-01-01*2012-06-30*Medio/Alto*6.52*0.22**663918.4*1*0.0*95752656*false*144.22*0.17*"[<iic-com:comisiongestioncobradaresultados contextref=""FIM_S12012_V-82757568_da"" decimals=""2"" unitref=""pure"">0.00</iic-com:comisiongestioncobradaresultados>]"*0.17*0.01*-2.85*3.39*0.28*True
MUTUAFONDO GESTION OPTIMA MODERADO, FI*-A- MUTUAFONDO GEST. MIXTO FI*2012 T1*2012-01-01*2012-03-31*Medio/Alto*3.01*0.22**801535.43*906*0.0*117027704*false*146.0*0.31*0.0*0.31*0.0*0.85*2.32*0.47*True
MUTUAFONDO GESTION OPTIMA MODERADO, FI*-E- MUTUAFONDO GEST. MIXTO FI*2012 T1*2012-01-01*2012-03-31*Medio/Alto*3.01*0.22**653992.2*1*0.0*97082945*false*148.45*0.09*"[<iic-com:comisiongestioncobradaresultados contextref=""FIM_T12012_V-82757568_da"" decimals=""2"" unitref=""pure"">0.00</iic-com:comisiongestioncobradaresultados>]"*0.09*0.0*1.08*2.32*0.25*True
MUTUAFONDO GESTION OPTIMA MODERADO, FI*MUTUAFONDO GESTION MIXTO FI-A-*2011 S2*2011-07-01*2011-12-31*Medio/Alto*4.66*0.95**777935.49*963*0.0*112621823*false*144.77*0.63*0.0*0.63*0.01*0.49*1.65*0.43*True
MUTUAFONDO GESTION OPTIMA MODERADO, FI*MUTUAFONDO GESTION MIXTO FI-E-*2011 S2*2011-07-01*2011-12-31*Medio/Alto*4.66*0.95**651882.48*1*0.0*95737231*false*146.86*0.18*"[<iic-com:comisiongestioncobradaresultados contextref=""FIM_S22011_V-82757568_da"" decimals=""2"" unitref=""pure"">0.00</iic-com:comisiongestioncobradaresultados>]"*0.18*0.01*0.72*1.65*0.21*True
MUTUAFONDO GESTION OPTIMA MODERADO, FI*"*A* MUTUAFONDO GEST. OPT.MODER"*2013 S2*2013-07-01*2013-12-31*4,en una escala de 1 a 7.*4.72*0.05**504127.12*559*0.0*77513028*false*153.7569*0.63*[]*0.63*0.01*2.22*3.55*0.48*True
MUTUAFONDO GESTION OPTIMA MODERADO, FI*"*E* MUTUAFONDO GEST. OPT.MODER"*2013 S2*2013-07-01*2013-12-31*4,en una escala de 1 a 7.*4.72*0.05**679956.11*1*0.0*107985615*false*158.8126*0.18*[]*0.18*0.01*2.45*3.55*0.26*True
MUTUAFONDO GESTION OPTIMA MODERADO, FI*"*A* MUTUAFONDO GEST. OPT.MODER"*2013 T3*2013-07-01*2013-09-30*4,en una escala de 1 a 7.*2.08*0.04**472325.46*587*0.0*71047328*false*150.4203*0.32*[]*0.32*0.01*1.11*3.26*0.42*True
MUTUAFONDO GESTION OPTIMA MODERADO, FI*"*E* MUTUAFONDO GEST. OPT.MODER"*2013 T3*2013-07-01*2013-09-30*4,en una escala de 1 a 7.*2.08*0.04**678906.12*1*0.0*105240122*false*155.0142*0.09*[]*0.09*0.01*1.34*3.28*0.19*True
MUTUAFONDO GESTION OPTIMA MODERADO, FI*"*A* MUTUAFONDO GEST. OPT.MODER"*2013 S1*2013-01-01*2013-06-30*4 en una escala de 1 a 7.*6.93*0.05**664872.83*996*0.0*98914665*false*148.7723*0.62*0.0*0.62*0.01*-2.5*7.0*0.46*True
MUTUAFONDO GESTION OPTIMA MODERADO, FI*"*E* MUTUAFONDO GEST. OPT.MODER"*2013 S1*2013-01-01*2013-06-30*4 en una escala de 1 a 7.*6.93*0.05**675756.62*1*0.0*103369500*false*152.9685*0.17*"[<iic-com:comisiongestioncobradaresultados contextref=""FIM_S12013_V-82757568_da"" decimals=""2"" unitref=""pure"">0.00</iic-com:comisiongestioncobradaresultados>]"*0.17*0.01*-2.28*6.99*0.23*True
MUTUAFONDO GESTION OPTIMA MODERADO, FI*"*A* MUTUAFONDO GEST. OPT.MODER"*2013 T1*2013-01-01*2013-03-31*4 en una escala de 1 a 7.*2.5*0.02**563836.14*992*0.0*86030474*false*152.5806*0.31*0.0*0.31*0.0*3.03*4.08*0.46*True
MUTUAFONDO GESTION OPTIMA MODERADO, FI*"*E* MUTUAFONDO GEST. OPT.MODER"*2013 T1*2013-01-01*2013-03-31*4 en una escala de 1 a 7.*2.5*0.02**673676.99*1*0.0*105452342*false*156.5325*0.09*"[<iic-com:comisiongestioncobradaresultados contextref=""FIM_T12013_V-82757568_da"" decimals=""2"" unitref=""pure"">0.00</iic-com:comisiongestioncobradaresultados>]"*0.09*0.0*3.26*4.07*0.24*True
MUTUAFONDO GESTION OPTIMA MODERADO, FI*"*A* MUTUAFONDO GEST. OPT.MODER"*2014 S2*2014-07-01*2014-12-31*4, en una escala de 1 a 7.*8.17*0.0**664991.11*477*0.0*105609091*false*158.8128*0.63*0.0*0.63*0.01*0.18*4.26*0.48*True
MUTUAFONDO GESTION OPTIMA MODERADO, FI*"*E* MUTUAFONDO GEST. OPT.MODER"*2014 S2*2014-07-01*2014-12-31*4, en una escala de 1 a 7.*8.17*0.0**679858.2*1*0.0*112528628*false*165.5178*0.18*"[<iic-com:comisiongestioncobradaresultados contextref=""FIM_S22014_V-82757568_da"" decimals=""2"" unitref=""pure"">0.00</iic-com:comisiongestioncobradaresultados>]"*0.18*0.01*0.41*4.26*0.25*True
MUTUAFONDO GESTION OPTIMA MODERADO, FI*"*A* MUTUAFONDO GEST. OPT.MODER"*2014 T3*2014-07-01*2014-09-30*4, en una escala de 1 a 7.*4.12*0.0**741600.85*484*0.0*117562062*false*158.5247*0.32*0.0*0.32*0.01*-0.03*4.62*0.5*True
MUTUAFONDO GESTION OPTIMA MODERADO, FI*"*E* MUTUAFONDO GEST. OPT.MODER"*2014 T3*2014-07-01*2014-09-30*4, en una escala de 1 a 7.*4.12*0.0**681179.92*1*0.0*112287850*false*164.8432*0.09*"[<iic-com:comisiongestioncobradaresultados contextref=""FIM_T32014_V-82757568_da"" decimals=""2"" unitref=""pure"">0.00</iic-com:comisiongestioncobradaresultados>]"*0.09*0.01*0.2*4.6*0.28*True
MUTUAFONDO GESTION OPTIMA MODERADO, FI*"*A* MUTUAFONDO GEST. OPT.MODER"*2014 S1*2014-01-01*2014-06-30*4,en una escala de 1 a 7.*7.37*0.12**777157.33*472*0.0*123237067*false*158.5742*0.62*0.0*0.62*0.01*2.84*3.68*0.57*True
MUTUAFONDO GESTION OPTIMA MODERADO, FI*"*E* MUTUAFONDO GEST. OPT.MODER"*2014 S1*2014-01-01*2014-06-30*4,en una escala de 1 a 7.*7.37*0.12**680448.6*1*0.0*111948033*false*164.5209*0.17*"[<iic-com:comisiongestioncobradaresultados contextref=""FIM_S12014_V-82757568_da"" decimals=""2"" unitref=""pure"">0.00</iic-com:comisiongestioncobradaresultados>]"*0.17*0.01*3.07*3.69*0.35*True
MUTUAFONDO GESTION OPTIMA MODERADO, FI*"*A* MUTUAFONDO GEST. OPT.MODER"*2014 T1*2014-01-01*2014-03-31*4,en una escala de 1 a 7.*3.83*0.12**817737.07*511*0.0*126089173*false*154.1928*0.31*0.0*0.31*0.0*0.28*5.95*0.5*True
MUTUAFONDO GESTION OPTIMA MODERADO, FI*"*E* MUTUAFONDO GEST. OPT.MODER"*2014 T1*2014-01-01*2014-03-31*4,en una escala de 1 a 7.*3.83*0.12**670632.94*1*0.0*107044208*false*159.6167*0.09*"[<iic-com:comisiongestioncobradaresultados contextref=""FIM_T12014_V-82757568_da"" decimals=""2"" unitref=""pure"">0.00</iic-com:comisiongestioncobradaresultados>]"*0.09*0.0*0.51*5.94*0.28*True
MUTUAFONDO GESTION OPTIMA MODERADO, FI*"*A* MUTUAFONDO GEST. OPT.MODER"*2015 S2*2015-07-01*2015-12-31*4, en una escala de 1 a 7.*6.24*0.0**646953.94*508*0.0*102684493*false*158.7199*0.63*[]*0.63*0.01*-1.19*1.96*0.44*True
MUTUAFONDO GESTION OPTIMA MODERADO, FI*"*E* MUTUAFONDO GEST. OPT.MODER"*2015 S2*2015-07-01*2015-12-31*4, en una escala de 1 a 7.*6.24*0.0**655870.93*1*0.0*109475992*false*166.917*0.18*[]*0.18*0.01*-0.96*1.97*0.22*True
MUTUAFONDO GESTION OPTIMA MODERADO, FI*"*A* MUTUAFONDO GEST. OPT.MODER"*2015 T3*2015-07-01*2015-09-30*4, en una escala de 1 a 7.*2.94*0.0**652022.0*530*0.0*104730889*false*160.6248*0.32*[]*0.32*0.01*-2.51*4.52*0.48*True
MUTUAFONDO GESTION OPTIMA MODERADO, FI*"*E* MUTUAFONDO GEST. OPT.MODER"*2015 T3*2015-07-01*2015-09-30*4, en una escala de 1 a 7.*2.94*0.0**660177.21*1*0.0*111264557*false*168.5374*0.09*[]*0.09*0.01*-2.29*4.52*0.25*True
MUTUAFONDO GESTION OPTIMA MODERADO, FI*"*A* MUTUAFONDO GEST. OPT.MODER"*2015 S1*2015-01-01*2015-06-30*4, en una escala de 1 a 7.*7.15*-0.01**653908.41*537*0.0*107740522*false*164.7639*0.62*[]*0.62*0.01*-2.37*5.9*0.47*True
MUTUAFONDO GESTION OPTIMA MODERADO, FI*"*E* MUTUAFONDO GEST. OPT.MODER"*2015 S1*2015-01-01*2015-06-30*4, en una escala de 1 a 7.*7.15*-0.01**660679.23*1*0.0*113959718*false*172.4887*0.17*[]*0.17*0.01*-2.15*5.9*0.24*True
