fondo*name*period*start_date*end_date*riesgo*rotacion*rentab_avg*remun_liq*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim*clase
KUTXABANK DIVIDENDO, FI*BBK DIVIDENDO F.I.*2009 S2*2009-07-01*2009-12-31*Alto*0.05*0.15**19553094.5*4851*0.0*142276873*false*7.2764***0.88*0.05*3.3*17.49*0.47*False
KUTXABANK DIVIDENDO, FI*BBK DIVIDENDO F.I.*2009 T3*2009-07-01*2009-09-30*Alto*0.04*0.13**17541766.73*4358*0.0*123561598*false*7.0439***0.44*0.03*15.71*15.98*0.47*False
KUTXABANK DIVIDENDO, FI*BBK DIVIDENDO F.I.*2009 S1*2009-01-01*2009-06-30*Alto*0.2*0.75**17815475.62*4193*0.0*108451065*false*6.0875***0.87*0.05*14.84*21.53*0.46*False
KUTXABANK DIVIDENDO, FI*BBK DIVIDENDO F.I.*2010 S2*2010-07-01*2010-12-31*Alto*0.12*0.34**18882332.03*6225*0.0*133373499*false*7.0634***0.88*0.05*1.79*13.89*0.47*False
KUTXABANK DIVIDENDO, FI*BBK DIVIDENDO F.I.*2010 T3*2010-07-01*2010-09-30*Alto*0.07*0.25**19595258.72*5936*0.0*135975765*false*6.9392***0.44*0.03*8.16*18.08*0.47*False
KUTXABANK DIVIDENDO, FI*BBK DIVIDENDO F.I.*2010 S1*2010-01-01*2010-06-30*Alto*0.11*0.16**19670609.86*5700*0.0*126203789*false*6.4159***0.87*0.05*-10.61*31.41*0.46*False
KUTXABANK DIVIDENDO, FI*BBK DIVIDENDO F.I.*2010 T1*2010-01-01*2010-03-31*Alto*0.04*0.15**19145644.65*5300*0.0*137410151*false*7.1771***0.43*0.02*-1.37*16.26*0.46*False
KUTXABANK DIVIDENDO, FI*BBK DIVIDENDO F.I.*2011 S2*2011-07-01*2011-12-31*Alto*0.12*0.7**18661529.91*6838*0.0*124098785*false*6.65*0.88*0.0*0.88*0.05*11.47*31.27*0.47*False
KUTXABANK DIVIDENDO, FI*BBK DIVIDENDO F.I.*2011 T3*2011-07-01*2011-09-30*Alto*0.06*0.77**21071921.57*7018*0.0*125705222*false*5.9655***0.44*0.03*-19.22*39.49*0.47*False
KUTXABANK DIVIDENDO, FI*BBK DIVIDENDO F.I.*2011 S1*2011-01-01*2011-06-30*Alto*0.3*0.64**19425817.73*7042*0.0*143452482*false*7.3846***0.87*0.05*-0.14*15.0*0.46*False
